,Performer,Song,Explicit Content,Track Popularity
25893,The Yellow Balloon,Yellow Balloon,False,15.0
25894,Arthur Lyman Group,Yellow Bird,,
25895,Lawrence Welk And His Orchestra,Yellow Bird,False,10.0
25896,The Mills Brothers,Yellow Bird,False,12.0
25897,Lorde,Yellow Flicker Beat,False,64.0
25898,Christie,Yellow River,False,49.0
25899,The Beatles,Yellow Submarine,False,67.0
25900,Coldplay,Yellow,False,83.0
25901,Dodie Stevens,Yes - Sir - ee,,
25902,Merry Clayton,"Yes (From The Motion Picture ""Dirty Dancing"")",,
25903,Solomon Burke,Yes I Do,False,5.0
25904,Ivory Joe Hunter,Yes I Want You,,
25905,Lil Baby & Drake,Yes Indeed,True,82.0
25906,Pete Fountain,Yes Indeed,False,7.0
25907,The Beatles,Yes It Is,False,46.0
25908,Go-Go's,Yes Or No,False,22.0
25909,Ricky Nelson,"Yes Sir, That's My Baby",False,5.0
25910,The Pointer Sisters,Yes We Can Can,False,38.0
25911,Dodie Stevens,"Yes, I'm Lonesome Tonight",False,20.0
25912,Thelma Carpenter,"Yes, I'm Lonesome Tonight",,
25913,Barbara Mason,"Yes, I'm Ready",False,52.0
25914,Teri DeSario With K.C.,"Yes, I'm Ready",,
25915,Bill Cosby,"Yes, Yes, Yes",,
25916,Chad Brock,Yes!,False,46.0
25917,Linda Scott,Yessiree,,
25918,Smokey Robinson & The Miracles,Yester Love,False,26.0
25919,Stevie Wonder,"Yester-Me, Yester-You, Yesterday",,
25920,Bobby Vee,Yesterday And You (Armen's Theme),,
25921,Harold Melvin And The Blue Notes,Yesterday I Had The Blues,False,18.0
25922,Chris Andrews,Yesterday Man,False,21.0
25923,The Spinners,Yesterday Once More/Nothing Remains The Same,,
25924,Carpenters,Yesterday Once More,False,67.0
25925,Roy Clark,"Yesterday, When I Was Young",False,46.0
25926,Four Tops,Yesterday's Dreams,False,27.0
25927,Chad & Jeremy,Yesterday's Gone,False,34.0
25928,The Overlanders,Yesterday's Gone,False,8.0
25929,Bay City Rollers,Yesterday's Hero,False,23.0
25930,Gene Pitney,Yesterday's Hero,False,7.0
25931,John Paul Young,Yesterday's Hero,False,43.0
25932,Spanky And Our Gang,Yesterday's Rain,False,6.0
25933,Neil Diamond,Yesterday's Songs,False,30.0
25934,Adam Levine & Tony Lucca,Yesterday,False,46.0
25935,Debelah Morgan,Yesterday,False,10.0
25936,Ray Charles,Yesterday,,
25937,Guns N' Roses,Yesterdays,False,60.0
25938,The Beatles,Yesterday,False,79.0
25939,Steve Lawrence,Yet...I Know (Et Pourtant),,
25940,Bobby Bland,Yield Not To Temptation,False,15.0
25941,Kanye West,Yikes,True,71.0
25942,Chris Brown,Yo (Excuse Me Miss),False,74.0
25943,Nolan Thomas,Yo Little Brother,False,14.0
25944,Pajama Party,Yo No Se,False,14.0
25945,The Osmonds,Yo-Yo,,
25946,Janelle Monae & Jidenna,Yoga,False,57.0
25947,The Ivy Three,Yogi,False,5.0
25948,Reality,Yolanda,False,25.0
25949,The Lonely Island Featuring Adam Levine & Kendrick Lamar,Yolo,False,51.0
25950,Travis Scott,Yosemite,True,82.0
25951,John Legend,You & I (Nobody In The World),False,67.0
25952,One Direction,You & I,False,75.0
25953,J-Kwon Featuring Sadiyyah,You & Me,True,31.0
25954,Marc E. Bassy Featuring G-Eazy,You & Me,True,69.0
25955,Undisputed Truth,You + Me = Love/Let's Go Down To The Disco,,
25956,Simon & Garfunkel,Wake Up Little Susie,False,47.0
25957,Craig Morgan,Wake Up Lovin' You,False,51.0
25958,George Harrison,Wake Up My Love,False,33.0
25959,The Spinners,Wake Up Susan,False,8.0
25960,The Grass Roots,"Wake Up, Wake Up",,
25961,Fetty Wap,Wake Up,True,58.0
25962,Hilary Duff,Wake Up,False,48.0
25963,The Chambers Brothers,Wake Up,False,6.0
25964,Travis Scott,Wake Up,True,79.0
25965,Paul Williams,Waking Up Alone,False,25.0
25966,Katy Perry,Waking Up In Vegas,False,54.0
25967,The Ventures,Walk -- Don't Run,False,46.0
25968,Billy Currington,Walk A Little Straighter,False,41.0
25969,Joe South and The Believers,Walk A Mile In My Shoes,,
25970,Paula DeAnda Featuring The DEY,Walk Away (Remember Me),False,57.0
25971,David Ruffin,Walk Away From Love,False,43.0
25972,Four Tops,Walk Away Renee,False,33.0
25973,Southside Johnny & The Jukes,Walk Away Renee,False,24.0
25974,The Left Banke,Walk Away Renee,False,41.0
25975,Donna Summer,Walk Away,False,30.0
25976,Kelly Clarkson,Walk Away,False,50.0
25977,Matt Monro,Walk Away,False,37.0
25978,The James Gang,Walk Away,False,0.0
25979,Jerry Butler,Walk Easy My Son,False,2.0
25980,Jr. Walker & The All Stars,Walk In The Night,False,31.0
25981,Bruce Hornsby,Walk In The Sun,False,27.0
25982,Unk,Walk It Out,True,56.0
25983,Migos Featuring Drake,Walk It Talk It,True,80.0
25984,Mary Jane Girls,"Walk Like A Man (From ""A Fine Mess"")",,
25985,Grand Funk,Walk Like A Man,False,32.0
25986,The 4 Seasons,Walk Like A Man,False,59.0
25987,The Bangles,Walk Like An Egyptian,False,64.0
25988,P!nk,Walk Me Home,False,77.0
25989,Dire Straits,Walk Of Life,False,62.0
25990,AWB,Walk On By,,
25991,Dionne Warwick,Walk On By,False,63.0
25992,Gloria Gaynor,Walk On By,False,12.0
25993,Isaac Hayes,Walk On By,False,55.0
25994,Leroy Van Dyke,Walk On By,False,41.0
25995,Sybil,Walk On By,False,35.0
25996,Toad The Wet Sprocket,Walk On The Ocean,False,55.0
25997,Jimmy Smith And The Big Band,Walk On The Wild Side (Part 1),,
25998,Brook Benton,Walk On The Wild Side,False,6.0
25999,Lou Reed,Walk On The Wild Side,False,76.0
26000,Eddie Money,Walk On Water,False,42.0
26001,Eminem Featuring Beyonce,Walk On Water,True,65.0
26002,Neil Diamond,Walk On Water,False,22.0
26003,The Duke Of Earl,Walk On With The Duke,,
26004,Neil Young,Walk On,False,48.0
26005,The Everly Brothers,Walk Right Back,False,53.0
26006,Dr. Hook,Walk Right In,False,37.0
26007,The Moments,Walk Right In,False,8.0
26008,The Rooftop Singers,Walk Right In,False,43.0
26009,The Jacksons,Walk Right Now,False,37.0
26010,The Delfonics,Walk Right Up To The Sun,False,28.0
26011,Little Willie John,Walk Slow,False,6.0
26012,2 Of Clubs,Walk Tall,False,1.0
26013,Was (Not Was),Walk The Dinosaur,False,40.0
26014,Aerosmith,Walk This Way,False,73.0
26015,Run-D.M.C.,Walk This Way,False,69.0
26016,Bad Company,Walk Through Fire,False,31.0
26017,Rich Homie Quan Featuring Problem,Walk Thru,True,52.0
26018,The Bachelors,Walk With Faith In Your Heart,False,29.0
26019,The Ventures,Walk-Don't Run '64,,
26020,Jagged Edge,Walked Outta Heaven,False,56.0
26021,Foo Fighters,Walk,False,70.0
26022,Helen Shapiro,Walkin' Back To Happiness,False,50.0
26023,Love Unlimited,Walkin' In The Rain With The One I Love,False,32.0
26024,Jay & The Americans,Walkin' In The Rain,False,28.0
26025,Roger Miller,Walkin' In The Sunshine,False,25.0
26026,Norma Tanega,Walkin' My Cat Named Dog,False,34.0
26027,The-Dream Featuring Kanye West,Walkin' On The Moon,True,43.0
26028,The Pete Klint Quintet,Walkin' Proud,,
26029,Tora Tora,Walkin' Shoes,False,32.0
26030,Ray Anthony and His Orchestra,Walkin' To Mother's,,
26031,Bobby Vee,Walkin' With My Angel,False,19.0
26032,The Diamonds,Walking Along,False,12.0
26033,Craig David,Walking Away,False,61.0
26034,Information Society,Walking Away,False,44.0
26035,The Bangles,Walking Down Your Street,False,26.0
26036,Missing Persons,Walking In L.a.,False,12.0
26037,Lonestar,Walking In Memphis,False,53.0
26038,Marc Cohn,Walking In Memphis,False,70.0
26039,Depeche Mode,Walking In My Shoes,False,49.0
26040,Roger Daltrey,Walking In My Sleep,False,17.0
26041,The Blackbyrds,Walking In Rhythm,False,45.0
26042,The Ronettes,Walking In The Rain,False,40.0
26043,Central Line,Walking Into Sunshine,False,38.0
26044,Empire Of The Sun,Walking On A Dream,False,74.0
26045,Huey Lewis & The News,Walking On A Thin Line,False,39.0
26046,Katy Perry,Walking On Air,False,55.0
26047,Annie Lennox,Walking On Broken Glass,False,70.0
26048,Katrina And The Waves,Walking On Sunshine,False,78.0
26049,Philip Bailey,Walking On The Chinese Wall,False,29.0
26050,Yoko Ono,Walking On Thin Ice,False,26.0
26051,Steve Lawrence,Walking Proud,,
26052,Rufus Thomas,Walking The Dog,False,36.0
26053,Pat Boone,Walking The Floor Over You,,
26054,The Grass Roots,Walking Through The Country,False,11.0
26055,The Escape Club,Walking Through Walls,False,7.0
26056,Tracy Byrd,Walking To Jerusalem,False,24.0
26057,Fats Domino,Walking To New Orleans,False,46.0
26058,Mary Mary,Walking,False,42.0
26059,Journey,Walks Like A Lady,False,32.0
26060,Chris Brown,Wall To Wall,False,59.0
26061,Tom Petty And The Heartbreakers,"Walls (From ""She's The One"")",False,48.0
26062,Jimmie Rodgers,Waltzing Matilda,False,8.0
26063,Ko Ko Taylor,Wang Dang Doodle,,
26064,The Pointer Sisters,Wang Dang Doodle,False,6.0
26065,Ted Nugent,Wango Tango,False,44.0
26066,50 Cent,Wanksta,True,53.0
26067,"Lil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T",Wanna Be A Baller,True,64.0
26068,Michael Jackson With Akon,Wanna Be Startin' Somethin' 2008,False,42.0
26069,Glee Cast,Wanna Be Startin' Somethin',False,37.0
26070,Michael Jackson,Wanna Be Startin' Somethin',False,64.0
26071,Brett Eldredge,Wanna Be That Song,False,61.0
26072,"Earth, Wind & Fire",Wanna Be With You,False,31.0
26073,Yasmin,Wanna Dance,,
26074,G-Unit Featuring Joe,Wanna Get To Know You,True,61.0
26075,Sun,Wanna Make Love (Come Flick My BIC),False,6.0
26076,Spice Girls,Wannabe,False,80.0
26077,Jeremy Jordan,Wannagirl,,
26078,The Honey Cone,Want Ads,False,0.0
26079,Plies Featuring Ashanti,"Want It, Need It",True,43.0
26080,Jason Derulo,Want To Want Me,False,77.0
26081,Sugarland,Want To,False,55.0
26082,Cher Lloyd,Want U Back,False,67.0
26083,5 Seconds Of Summer,Want You Back,True,71.0
26084,4 By Four,Want You For My Girlfriend,,
26085,Rotary Connection,Want You To Know,,
26086,Bon Jovi,Wanted Dead Or Alive,False,74.0
26087,Chris Daughtry,Wanted Dead Or Alive,False,33.0
26088,Ratt,Wanted Man,False,49.0
26089,Lady Antebellum,Wanted You More,False,47.0
26090,NAV Featuring Lil Uzi Vert,Wanted You,True,69.0
26091,Laura Lee,"Wanted: Lover, No Experience Necessary",False,3.0
26092,Hunter Hayes,Wanted,False,70.0
26093,Jessie James,Wanted,False,40.0
26094,"Crosby, Stills & Nash",War Games,False,15.0
26095,Neil Young & Graham Nash,War Song,False,14.0
26096,Bruce Springsteen,War,False,35.0
26097,Edwin Starr,War,False,65.0
26098,Percy Sledge,Warm And Tender Love,False,35.0
26099,Kris Kross,Warm It Up,False,45.0
26100,Logic Featuring Young Sinatra,Warm It Up,True,61.0
26101,Rare Earth,Warm Ride,False,21.0
26102,Vybe,Warm Summer Daze,,
26103,Brian Hyland,Warmed Over Kisses (Left Over Love),False,7.0
26104,King Just,Warrior's Drum,,
26105,Nelly,Warrior,,
26106,Cat Stevens,Was Dog A Doughnut,False,23.0
26107,The Isley Brothers,Was It Good To You,False,10.0
26108,Michael Damian,Was It Nothing At All,False,20.0
26109,The Platters,Washed Ashore (On A Lonely Island In The Sea),False,5.0
26110,Tom Cochrane,Washed Away,False,15.0
26111,The Village Stompers,Washington Square,False,26.0
26112,Cher,Wasn't It Good,False,22.0
26113,The Rovers,Wasn't That A Party,False,36.0
26114,Johnny Mathis,Wasn't The Summer Short?,False,6.0
26115,Logic Featuring Big Sean,Wassup,True,60.0
26116,Steve Aoki Featuring BTS,Waste It On Me,False,73.0
26117,Freddy Fender,Wasted Days And Wasted Nights,False,51.0
26118,Matt McAndrew,Wasted Love,False,39.0
26119,"Crosby, Stills & Nash",Wasted On The Way,False,43.0
26120,Keith Urban,Wasted Time,False,57.0
26121,Skid Row,Wasted Time,False,57.0
26122,The Weeknd,Wasted Times,True,75.0
26123,Carrie Underwood,Wasted,False,52.0
26124,Gucci Mane Featuring Plies Or OJ Da Juiceman,Wasted,True,53.0
26125,Juice WRLD Featuring Lil Uzi Vert,Wasted,True,82.0
26126,Tiesto Featuring Matthew Koma,Wasted,False,63.0
26127,10 Years,Wasteland,False,64.0
26128,Cassadee Pope,Wasting All These Tears,False,58.0
26129,Default,Wasting My Time,False,62.0
26130,Murphy Lee Featuring Jermaine Dupri,Wat Da Hook Gon Be,True,50.0
26131,Dae Dae,"Wat U Mean (Aye, Aye, Aye)",True,55.0
26132,Kris Kristofferson,Watch Closely Now,,
26133,"Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor",Watch For The Hook,False,28.0
26134,Jefferson Airplane,Watch Her Ride,False,28.0
26135,Immature Featuring Smooth And Ed From Good Burger,"Watch Me Do My Thing (From ""All That"")",,
26136,Bella Thorne & Zendaya,Watch Me,False,41.0
26137,Silento,Watch Me,False,69.0
26138,Eric Clapton And His Band,Watch Out For Lucy,,
26139,The Beatnuts Featuring Yellaklaw,Watch Out Now,True,44.0
26140,2 Chainz,Watch Out,True,63.0
26141,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",Watch The Flowers Grow,False,10.0
26142,Tim McGraw,Watch The Wind Blow By,False,43.0
26143,Bobby Parker,Watch Your Step,False,15.0
26144,Brooks O'Dell,Watch Your Step,False,3.0
26145,Gary Allan,Watching Airplanes,False,60.0
26146,Glenn Medeiros,Watching Over You,False,22.0
26147,Bobby Goldsboro,Watching Scotty Grow,False,29.0
26148,Bob Dylan,Watching The River Flow,False,21.0
26149,Loggins & Messina,Watching The River Run,False,41.0
26150,John Lennon,Watching The Wheels,False,64.0
26151,Rodney Atkins,Watching You,False,68.0
26152,Slave,Watching You,False,49.0
26153,Travis Scott Featuring Lil Uzi Vert & Kanye West,Watch,True,70.0
26154,Don Shirley Trio,Water Boy,False,26.0
26155,Boyz II Men,Water Runs Dry,False,54.0
26156,Adele,Water Under The Bridge,False,68.0
26157,Brad Paisley,Water,False,52.0
26158,Carly Simon,Waterfall,False,12.0
26159,TLC,Waterfalls,False,73.0
26160,Wendy And Lisa,Waterfall,False,27.0
26161,Dickie Goodman,Watergrate,False,2.0
26162,ABBA,Waterloo,False,58.0
26163,Stonewall Jackson,Waterloo,False,32.0
26164,Tracy Byrd,Watermelon Crawl,False,64.0
26165,Gloria Lynne,Watermelon Man,False,31.0
26166,Mongo Santamaria Band,Watermelon Man,,
26167,Ugly God,Water,True,62.0
26168,Pat Green,Wave On Wave,False,58.0
26169,Van Morrison,Wavelength,False,45.0
26170,Kanye West,Waves,True,74.0
26171,Mr. Probz,Waves,False,77.0
26172,K'Naan,Wavin' Flag,False,53.0
26173,Jr. Walker & The All Stars,Way Back Home,False,30.0
26174,The Jazz Crusaders,Way Back Home,False,31.0
26175,Ratt,Way Cool Jr.,False,44.0
26176,Kaleo,Way Down We Go,False,77.0
26177,Freddie Cannon,Way Down Yonder In New Orleans,,
26178,Elvis Presley,Way Down,False,50.0
26179,Lil Wayne,Way Of Life,True,36.0
26180,Josh Thompson,Way Out Here,False,52.0
26181,J.J. Fad,Way Out,False,20.0
26182,The Miracles,Way Over There,False,21.0
26183,Kanye West Featuring DJ Khaled,Way Too Cold,,
26184,Lone Justice,Ways To Be Wicked,False,32.0
26185,Cypress Hill,We Ain't Goin' Out Like That,,
26186,Four Tops,We All Gotta Stick Together,False,2.0
26187,Cher,We All Sleep Alone,False,39.0
26188,Sister Sledge,We Are Family,False,71.0
26189,The Chi-lites,We Are Neighbors,False,12.0
26190,Taylor Swift,We Are Never Ever Getting Back Together,False,65.0
26191,Pitbull Featuring Jennifer Lopez & Claudia Leitte,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],False,63.0
26192,Artists For Haiti,We Are The World 25: For Haiti,False,54.0
26193,USA For Africa,We Are The World,,
26194,Dan Hartman,We Are The Young,False,32.0
26195,Billy Currington,We Are Tonight,False,55.0
26196,The Other Ones,We Are What We Are,False,8.0
26197,fun. Featuring Janelle Monae,We Are Young,False,73.0
26198,Glee Cast,We Are Young,False,55.0
26199,Justin Bieber Featuring Nas,We Are,False,57.0
26200,Meek Mill Featuring Young Thug,We Ball,True,50.0
26201,Sean Paul,We Be Burnin',False,57.0
26202,Baron Stewart,We Been Singin' Songs,,
26203,Gavin DeGraw,We Belong Together,False,39.0
26204,Jimmy Velvet,We Belong Together,False,19.0
26205,Mariah Carey,We Belong Together,False,72.0
26206,Pat Benatar,We Belong,False,67.0
26207,Starship,We Built This City,False,76.0
26208,The Cowsills,We Can Fly,False,22.0
26209,Myron,We Can Get Down,False,12.0
26210,Icehouse,We Can Get Together,False,27.0
26211,Chicago,We Can Last Forever,False,36.0
26212,The Originals,We Can Make It Baby,False,8.0
26213,Steve & Eydie Featuring The Osmonds,We Can Make It Together,False,1.0
26214,Tommy Roe,We Can Make Music,False,6.0
26215,Stevie Wonder,We Can Work It Out,False,63.0
26216,The Beatles,We Can Work It Out,False,63.0
26217,Deborah Cox With R.L.,We Can't Be Friends,False,39.0
26218,The Cover Girls,We Can't Go Wrong,False,24.0
26219,Larry Santos,We Can't Hide It Anymore,False,15.0
26220,Miley Cyrus,We Can't Stop,False,79.0
26221,Go West,We Close Our Eyes,False,53.0
26222,Stacey Q,We Connect,False,31.0
26223,Debbie Gibson,We Could Be Together,False,34.0
26224,Al Martino,We Could,False,4.0
26225,Deana Carter,We Danced Anyway,False,48.0
26226,Brad Paisley,We Danced,False,53.0
26227,Wiz Khalifa,We Dem Boyz,True,69.0
26228,Syl Johnson,We Did It,False,19.0
26229,Billy Joel,We Didn't Start The Fire,False,74.0
26230,T.I. Featuring B.o.B.,We Don't Get Down Like Y'all,True,13.0
26231,Jermaine Stewart,We Don't Have To Take Our Clothes Off,False,52.0
26232,Tina Turner,We Don't Need Another Hero (Thunderdome),False,62.0
26233,Charlie Puth Featuring Selena Gomez,We Don't Talk Anymore,False,71.0
26234,Cliff Richard,We Don't Talk Anymore,False,55.0
26235,Bill Brandon,We Fell In Love While Dancing,False,12.0
26236,Jim Jones,We Fly High,True,58.0
26237,Glee Cast,We Found Love,False,42.0
26238,Rihanna Featuring Calvin Harris,We Found Love,False,76.0
26239,Illegal,We Getz Busy,,
26240,Jan & Dean,We Go Together,False,3.0
26241,Ocean,We Got A Dream,False,4.0
26242,CeCe Peniston,We Got A Love Thang,False,38.0
26243,The Capitols,We Got A Thing That's In The Groove,False,19.0
26244,Immature (Featuring Smooth),We Got It,False,25.0
26245,Bobby Rydell,We Got Love,False,19.0
26246,Dyke And The Blazers,We Got More Soul,False,32.0
26247,Glee Cast,We Got The Beat,False,38.0
26248,Go-Go's,We Got The Beat,False,58.0
26249,Little Milton,We Got The Winning Hand,False,1.0
26250,Buddy Miles,We Got To Live Together - Part I,,
26251,Paul Revere & The Raiders Featuring Mark Lindsay,We Gotta All Get Together,False,4.0
26252,The Animals,We Gotta Get Out Of This Place,False,52.0
26253,Runt,We Gotta Get You A Woman,,
26254,The Cyrkle,We Had A Good Thing Goin',False,6.0
26255,Dinah Washington,We Have Love,False,11.0
26256,Jackie Wilson,We Have Love,False,9.0
26257,Dave Mason,We Just Disagree,False,50.0
26258,Opetaia Foa'i & Lin-Manuel Miranda,We Know The Way,False,67.0
26259,Lesley Gore,We Know We're In Love,False,6.0
26260,Vengaboys,We Like To Party!,False,67.0
26261,Pat Benatar,We Live For Love,False,35.0
26262,The Carefrees,We Love You Beatles,,
26263,Art Linkletter,"We Love You, Call Collect",,
26264,The Rolling Stones,We Love You,False,44.0
26265,Busta Rhymes Featuring Linkin Park,We Made It,False,45.0
26266,Eminem,We Made You,False,66.0
26267,Maureen McGovern,We May Never Love Like This Again,False,26.0
26268,Seals & Crofts,We May Never Pass This Way (Again),False,50.0
26269,Soko,We Might Be Dead By Tomorrow,False,52.0
26270,Five Stairsteps & Cubie,We Must Be In Love,False,14.0
26271,Pure Soul,We Must Be In Love,,
26272,Aaliyah Featuring Timbaland,We Need A Resolution,False,50.0
26273,The Chi-lites,We Need Order,False,14.0
26274,The Manhattans,We Never Danced To A Love Song,False,31.0
26275,Yolanda Be Cool & Dcup,We No Speak Americano,False,48.0
26276,2 Chainz & Wiz Khalifa,We Own It (Fast & Furious),False,61.0
26277,The Wanted,We Own The Night,False,50.0
26278,Lady Antebellum,We Owned The Night,False,52.0
26279,Ke$ha,We R Who We R,False,8.0
26280,George Strait,We Really Shouldn't Be Doing This,False,35.0
26281,Cast Of Camp Rock,We Rock,False,47.0
26282,Havana Brown Featuring Pitbull,We Run The Night,True,54.0
26283,Missy Elliott,We Run This,True,45.0
26284,Joan Baez,We Shall Overcome,False,24.0
26285,Eddie Money,We Should Be Sleeping,False,30.0
26286,B.o.B Featuring T.I. & Juicy J,We Still In This B****,,
26287,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",We Takin' Over,True,60.0
26288,A Tribe Called Quest,We The People....,True,58.0
26289,Fat Joe Featuring R. Kelly,We Thuggin',True,36.0
26290,Titus Turner,We Told You Not To Marry,False,1.0
26291,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,False,52.0
26292,Little River Band,We Two,False,29.0
26293,Gerardo,We Want The Funk,False,10.0
26294,Randy Houser,We Went,False,58.0
26295,Boz Scaggs,We Were Always Sweethearts,False,20.0
26296,Photoglo,We Were Meant To Be Lovers,False,13.0
26297,Keith Urban And Miranda Lambert,We Were Us,,
26298,Bon Jovi,We Weren't Born To Follow,False,56.0
26299,Josh Gracin,We Weren't Crazy,False,35.0
26300,The Postal Service,We Will Become Silhouettes,False,50.0
26301,Queen,We Will Rock You/We Are The Champions,,
26302,Warrant,We Will Rock You,False,30.0
26303,WE the Kings Featuring Demi Lovato,We'll Be A Dream,False,54.0
26304,Drake Featuring Birdman,We'll Be Fine,True,59.0
26305,Sting,We'll Be Together,False,34.0
26306,Maxine Brown,We'll Cry Together,False,14.0
26307,The Spinners,We'll Have It Made,False,10.0
26308,England Dan & John Ford Coley,We'll Never Have To Say Goodbye Again,False,50.0
26309,Gale Garnett,We'll Sing In The Sunshine,False,36.0
26310,The Impressions,We're A Winner,False,39.0
26311,Frankie Valli,We're All Alone,False,24.0
26312,Rita Coolidge,We're All Alone,False,59.0
26313,Bobby Bloom,We're All Goin' Home,,
26314,The West Coast Rap All-Stars,We're All In the Same Gang,,
26315,High School Musical Cast,We're All In This Together,False,63.0
26316,Bert Sommer,We're All Playing In The Same Band,,
26317,Michael Jackson,We're Almost There,False,28.0
26318,Grand Funk,We're An American Band,False,60.0
26319,Dee Dee Warwick,We're Doing Fine,False,7.0
26320,Beverly Bremers,We're Free,False,3.0
26321,Whatnauts,We're Friends By Day (And Lovers By Night),,
26322,Johnnie Taylor,We're Getting Careless With Our Love,False,37.0
26323,Jeffrey Osborne,We're Going All The Way,False,34.0
26324,Rare Earth,We're Gonna Have A Good Time,False,13.0
26325,Little Milton,We're Gonna Make It,False,19.0
26326,Al Jarreau,We're In This Love Together,False,51.0
26327,Twisted Sister,We're Not Gonna Take It,False,74.0
26328,Dru Hill,We're Not Making Love No More,False,49.0
26329,Chris Hodge,We're On Our Way,False,9.0
26330,South Shore Commission,We're On The Right Track,False,6.0
26331,Boston,We're Ready,False,40.0
26332,The Impressions,We're Rolling On (Part I),,
26333,The Hillside Singers,We're Together,,
26334,Smokey Robinson & The Miracles,We've Come Too Far To End It Now,False,27.0
26335,Backstreet Boys,We've Got It Goin' On,False,48.0
26336,Peaches & Herb,We've Got Love,False,19.0
26337,Addrisi Brothers,We've Got To Get It On Again,False,14.0
26338,Bob Seger & The Silver Bullet Band,We've Got Tonight,False,54.0
26339,Kenny Rogers And Sheena Easton,We've Got Tonight,,
26340,Phillip Phillips,We've Got Tonight,,
26341,Glenn Jones,We've Only Just Begun (The Romance Is Not Over),False,44.0
26342,Carpenters,We've Only Just Begun,False,56.0
26343,Kenny G,We've Saved The Best For Last,False,24.0
26344,A Perfect Circle,Weak And Powerless,False,59.0
26345,AJR,Weak,False,72.0
26346,SWV,Weak,False,68.0
26347,The Truth,Weapons Of Love,False,6.0
26348,The Dells,Wear It On Our Face,False,27.0
26349,Detroit Emeralds,Wear This Ring (With Love),False,5.0
26350,Donovan,Wear Your Love Like Heaven,False,40.0
26351,DJ Khaled Featuring Meek Mill & Lil Baby,Weather The Storm,True,62.0
26352,Jack Wagner,Weatherman Says,False,11.0
26353,Nick Jameson,Weatherman,,
26354,The 5th Dimension,Wedding Bell Blues,False,50.0
26355,Paul Stookey,Wedding Song (There Is Love),False,40.0
26356,Petula Clark,Wedding Song (There Is Love),False,20.0
26357,The Royal Guardsmen,Wednesday,False,6.0
26358,The Kingsmen,Week End,,
26359,Barry Manilow,Weekend In New England,False,49.0
26360,Queen Latifah,Weekend Love,False,25.0
26361,Odyssey,Weekend Lover,False,13.0
26362,Alfonzo Hunter,Weekend Thang,True,19.0
26363,Wet Willie,Weekend,False,18.0
26364,Oingo Boingo,Weird Science,False,51.0
26365,Trick-Trick Featuring Eminem,Welcome 2 Detroit,True,56.0
26366,John Sebastian,Welcome Back,False,44.0
26367,Mase,Welcome Back,False,54.0
26368,Glee Cast,Welcome Christmas,False,39.0
26369,The Shirelles,Welcome Home Baby,False,14.0
26370,Sammy Kaye And His Orchestra,Welcome Home,,
26371,Walter Jackson,Welcome Home,False,10.0
26372,The Brooklyn Bridge Featuring Johnny Maestro,Welcome Me Love,,
26373,Jermaine Dupri & Ludacris,Welcome To Atlanta,True,56.0
26374,Kenny Loggins,Welcome To Heartlight,,
26375,"Damian ""Jr. Gong"" Marley",Welcome To Jamrock,False,68.0
26376,"DJ Khaled Featuring Rick Ross, Plies, Lil Wayne & T-Pain",Welcome To My Hood,True,55.0
26377,Simple Plan,Welcome To My Life,False,61.0
26378,Alice Cooper,Welcome To My Nightmare,False,48.0
26379,Taylor Swift,Welcome To New York,False,60.0
26380,Mass Production,Welcome To Our World (Of Merry Music),False,20.0
26381,John Waite,Welcome To Paradise,False,13.0
26382,My Chemical Romance,Welcome To The Black Parade,False,79.0
26383,David & David,Welcome To The Boomtown,False,43.0
26384,Brad Paisley,Welcome To The Future,False,44.0
26385,Guns N' Roses,Welcome To The Jungle,False,73.0
26386,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",Welcome To The Party,True,74.0
26387,Frankie Goes To Hollywood,Welcome To The Pleasure Dome,,
26388,Jane Child,Welcome To The Real World,False,18.0
26389,Kevin Rudolf Featuring Rick Ross,Welcome To The World,True,39.0
26390,Guy Drake,Welfare Cadilac,,
26391,Santana,Well All Right,False,34.0
26392,Johnny Tillotson,Well I'm Your Man,False,7.0
26393,Shirley & Lee,"Well-A, Well-A",,
26394,The Chantels,"Well, I Told You",False,12.0
26395,The Four Coins,"Wendy, Wendy",,
26396,The Beach Boys,Wendy,False,29.0
26397,Five Man Electrical Band,Werewolf,False,18.0
26398,The Frantics,Werewolf,False,21.0
26399,Warren Zevon,Werewolves Of London,False,62.0
26400,Shawn Phillips,We,False,12.0
26401,Kendrick Lamar Featuring George Clinton & Thundercat,Wesley's Theory,True,63.0
26402,Tony Carey,West Coast Summer Nights,False,5.0
26403,Painter,West Coast Woman,False,6.0
26404,Lana Del Rey,West Coast,False,68.0
26405,Pet Shop Boys,West End Girls,False,59.0
26406,Toni Fisher,West Of The Wall,False,18.0
26407,LFO,West Side Story,False,29.0
26408,WC & The Maad Circle,West Up!,True,35.0
26409,The Flaming Ember,Westbound #9,,
26410,The Olympics,Western Movies,False,24.0
